reportID,distcode_origin_enter,distcode_dest_enter,enters
77,26,31,1
77,26,32,1
77,26,35,9
77,26,36,1
77,26,38,4
77,26,39,21
77,26,40,6
77,26,42,5
77,26,46,1
77,26,47,15
77,26,48,1
77,26,51,1
77,26,53,1
77,26,63,2
77,26,67,21
77,26,96,5
77,26,98,1
77,27,01,1
77,27,04,1
77,27,17,1
77,27,19,3
77,27,26,1
77,27,27,8
77,27,28,2
77,27,31,1
77,27,32,2
77,27,48,1
77,27,60,2
77,27,96,4
77,28,01,1
77,28,03,1
77,28,04,39
77,28,06,6
77,28,07,88
77,28,08,9
77,28,09,1
77,28,10,28
77,28,16,17
77,28,17,3
77,28,19,3
77,28,21,8
77,28,23,8
77,28,24,24
77,28,25,2
77,28,26,71
77,28,28,1061
77,28,30,3
77,28,31,5
77,28,32,6
77,28,33,3
77,28,35,17
77,28,36,6
77,28,38,19
77,28,39,54
77,28,41,12
77,28,42,13
77,28,43,6
77,28,48,21
77,28,49,13
77,28,50,1
77,28,51,24
77,28,53,2
77,28,54,1
77,28,60,16
77,28,61,2
77,28,62,2
77,28,63,22
77,28,64,4
77,28,67,38
77,28,68,2
77,28,79,1
77,28,96,4
77,28,98,8
77,30,06,1
77,30,07,3
77,30,35,1
77,30,38,1
77,30,99,2
77,31,03,1
77,31,04,1
77,31,06,1
77,31,07,1
77,31,08,1
77,31,17,2
77,31,20,1
77,31,23,2
77,31,24,3
77,31,26,5
77,31,28,5
77,31,31,5
77,31,35,1
77,31,38,3
77,31,39,4
77,31,58,1
77,31,96,1
77,32,04,2
77,32,08,3
77,32,17,2
77,32,20,7
77,32,22,1
77,32,23,2
77,32,26,2
77,32,27,1
77,32,28,7
77,32,32,16
77,32,36,2
77,32,39,5
77,32,52,2
77,32,60,2
77,32,62,1
77,32,98,4
77,33,03,1
77,33,10,3
77,33,19,2
77,33,23,1
77,33,27,6
77,33,28,1
77,33,33,13
77,33,39,2
77,33,96,6
77,35,01,2
77,35,06,13
77,35,07,18
77,35,09,5
77,35,10,1
77,35,12,1
77,35,16,2
77,35,17,1
77,35,23,13
77,35,26,4
77,35,28,16
77,35,31,3
77,35,32,1
77,35,35,123
77,35,36,2
77,35,38,16
77,35,39,3
77,35,52,1
77,35,60,1
77,35,62,1
77,35,67,2
77,35,96,1
77,35,97,10
77,35,98,1
77,35,99,2
77,36,06,1
77,36,10,1
77,36,23,1
77,36,28,17
77,36,32,5
77,36,35,3
77,36,36,32
77,36,39,3
77,36,55,2
77,36,60,1
77,36,67,1
77,36,97,1
77,36,98,20
77,38,03,1
77,38,04,1
77,38,06,21
77,38,07,7
77,38,09,3
77,38,10,1
77,38,17,3
77,38,19,2
77,38,20,1
77,38,23,2
77,38,26,8
77,38,28,11
77,38,33,1
77,38,35,15
77,38,38,52
77,38,39,9
77,38,67,1
77,38,98,4
77,38,99,1
77,39,03,17
77,39,04,9
77,39,06,2
77,39,07,3
77,39,08,8
77,39,10,6
77,39,13,1
77,39,16,1
77,39,17,13
77,39,23,3
77,39,24,4
77,39,25,8
77,39,26,25
77,39,28,28
77,39,32,1
77,39,35,5
77,39,36,1
77,39,38,11
77,39,39,173
77,39,47,1
77,39,58,6
77,39,60,1
77,39,63,1
77,39,67,6
77,39,79,2
77,39,96,1
77,39,98,1
77,40,03,1
77,40,04,1
77,40,07,1
77,40,17,1
77,40,26,5
77,40,28,2
77,40,47,2
77,40,54,1
77,40,67,1
77,41,21,1
77,41,26,1
77,41,28,10
77,41,31,1
77,41,35,1
77,41,38,1
77,41,41,3
77,41,51,1
77,41,68,1
77,42,26,4
77,42,28,3
77,42,39,2
77,42,42,1
77,42,48,1
77,42,67,3
77,43,07,2
77,43,28,4
77,46,47,2
77,47,07,4
77,47,08,10
77,47,09,2
77,47,17,4
77,47,26,2
77,47,28,1
77,47,30,2
77,47,38,2
77,47,48,1
77,47,63,1
77,48,04,2
77,48,07,1
77,48,16,1
77,48,26,2
77,48,28,6
77,48,51,2
77,49,04,3
77,49,07,1
77,49,26,1
77,49,28,15
77,52,36,1
77,52,55,1
77,52,98,3
77,53,26,1
77,53,47,2
77,53,50,1
77,54,04,1
77,54,16,1
77,54,47,2
77,54,62,1
77,55,20,1
77,55,23,1
77,55,32,1
77,55,52,1
77,58,03,1
77,58,07,1
77,58,08,1
77,58,09,2
77,58,10,1
77,58,16,1
77,58,25,1
77,58,28,1
77,58,31,2
77,58,35,1
77,58,38,1
77,58,39,2
77,59,08,1
77,59,47,2
77,60,01,1
77,60,03,1
77,60,07,1
77,60,10,1
77,60,19,1
77,60,21,1
77,60,28,9
77,60,33,1
77,60,35,1
77,60,39,1
77,60,40,2
77,60,47,2
77,60,51,1
77,60,63,1
77,60,67,1
77,61,07,2
77,61,10,1
77,61,24,2
77,61,28,4
77,62,04,2
77,62,06,1
77,62,07,1
77,62,16,1
77,62,23,2
77,62,26,1
77,62,28,1
77,62,32,1
77,62,60,1
77,63,07,2
77,63,08,1
77,63,26,4
77,63,28,21
77,63,35,2
77,63,42,2
77,63,48,1
77,63,51,1
77,63,60,1
77,64,06,1
77,64,26,1
77,64,28,4
77,64,31,1
77,64,35,1
77,64,38,1
77,64,67,1
77,67,04,1
77,67,07,3
77,67,08,1
77,67,10,2
77,67,16,1
77,67,19,1
77,67,23,1
77,67,24,1
77,67,26,11
77,67,28,24
77,67,35,1
77,67,36,1
77,67,38,2
77,67,39,4
77,67,51,1
77,67,64,1
77,67,96,1
77,67,98,1
77,67,99,2
77,68,28,2
77,79,03,1
77,79,39,1
77,96,01,5
77,96,03,2
77,96,10,5
77,96,16,1
77,96,18,1
77,96,21,3
77,96,23,4
77,96,26,3
77,96,27,2
77,96,28,1
77,96,30,1
77,96,33,5
77,96,35,4
77,96,36,1
77,96,38,2
77,96,48,1
77,96,63,1
77,96,67,2
77,96,96,25
77,97,06,3
77,97,10,1
77,97,23,5
77,97,27,1
77,97,28,1
77,97,32,1
77,97,35,1
77,97,38,4
77,97,39,1
77,97,62,1
77,97,97,1
77,97,98,3
77,98,06,2
77,98,19,1
77,98,23,2
77,98,26,1
77,98,28,1
77,98,31,1
77,98,32,4
77,98,33,3
77,98,35,3
77,98,36,17
77,98,38,1
77,98,52,1
77,98,62,2
77,98,67,2
77,98,97,1
77,98,98,14
77,99,03,1
77,99,07,2
77,99,17,1
77,99,30,1
77,99,38,1
77,99,39,1
77,99,67,2
77,99,99,1
